,State,County,FIPS,Year,Total_Chargers,Vehicles,VehiclesChevrolet,VehiclesChevrolet_pct,Total_Chargers_PM2,pclon10,pclat10
894,MI,Jackson,26075,2017,4.0,105,53.0,0.5047619047619047,0.0057006855074322686,-84.406366,42.241313
895,MI,Jackson,26075,2018,6.0,215,115.0,0.5348837209302325,0.008551028261148405,-84.406366,42.241313
896,MI,Jackson,26075,2019,14.0,209,100.0,0.4784688995215311,0.01995239927601294,-84.406366,42.241313
897,MI,Kalamazoo,26077,2017,7.0,288,124.0,0.4305555555555556,0.012463055941316813,-85.584896,42.26348
898,MI,Kalamazoo,26077,2018,10.0,419,135.0,0.3221957040572792,0.017804365630452592,-85.584896,42.26348
899,MI,Kalamazoo,26077,2019,16.0,467,149.0,0.31905781584582443,0.028486985008724142,-85.584896,42.26348
900,MI,Kalkaska,26079,2017,0.0,3,2.0,0.6666666666666666,0.0,-85.166074,44.720698
901,MI,Kalkaska,26079,2018,0.0,7,3.0,0.42857142857142855,0.0,-85.166074,44.720698
902,MI,Kalkaska,26079,2019,0.0,5,2.0,0.4,0.0,-85.166074,44.720698
903,MI,Kent,26081,2017,42.0,586,235.0,0.40102389078498296,0.049589704232835465,-85.626605,42.963793
904,MI,Kent,26081,2018,56.0,860,266.0,0.30930232558139537,0.06611960564378062,-85.626605,42.963793
905,MI,Kent,26081,2019,70.0,963,305.0,0.31671858774662515,0.08264950705472578,-85.626605,42.963793
906,MI,Lake,26085,2017,0.0,1,1.0,1.0,0.0,-85.798358,43.95981
907,MI,Lake,26085,2018,0.0,2,2.0,1.0,0.0,-85.798358,43.95981
908,MI,Lake,26085,2019,0.0,2,2.0,1.0,0.0,-85.798358,43.95981
909,MI,Lapeer,26087,2017,1.0,68,50.0,0.7352941176470589,0.001555185766939861,-83.250561,43.059695
910,MI,Lapeer,26087,2018,1.0,83,49.0,0.5903614457831325,0.001555185766939861,-83.250561,43.059695
911,MI,Lapeer,26087,2019,1.0,87,49.0,0.5632183908045977,0.001555185766939861,-83.250561,43.059695
912,MI,Leelanau,26089,2017,9.0,34,10.0,0.29411764705882354,0.02592389895440274,-85.732585,44.909768
913,MI,Leelanau,26089,2018,10.0,44,14.0,0.3181818181818182,0.028804332171558606,-85.732585,44.909768
914,MI,Leelanau,26089,2019,10.0,44,14.0,0.3181818181818182,0.028804332171558606,-85.732585,44.909768
915,MI,Lenawee,26091,2017,0.0,63,30.0,0.4761904761904762,0.0,-84.052388,41.925187
916,MI,Lenawee,26091,2018,0.0,82,37.0,0.451219512195122,0.0,-84.052388,41.925187
917,MI,Lenawee,26091,2019,0.0,83,36.0,0.43373493975903615,0.0,-84.052388,41.925187
918,MI,Livingston,26093,2017,2.0,267,156.0,0.5842696629213483,0.003538257408226449,-83.857596,42.573054
919,MI,Livingston,26093,2018,2.0,315,161.0,0.5111111111111111,0.003538257408226449,-83.857596,42.573054
920,MI,Livingston,26093,2019,2.0,343,169.0,0.4927113702623906,0.003538257408226449,-83.857596,42.573054
921,MI,Mackinac,26097,2017,1.0,6,1.0,0.16666666666666666,0.0009788854410368354,-84.879992,45.997904999999996
922,MI,Mackinac,26097,2018,1.0,10,4.0,0.4,0.0009788854410368354,-84.879992,45.997904999999996
923,MI,Mackinac,26097,2019,1.0,11,4.0,0.3636363636363637,0.0009788854410368354,-84.879992,45.997904999999996
924,MI,Macomb,26099,2017,27.0,900,533.0,0.5922222222222222,0.05634155502691874,-82.957388,42.586890000000004
925,MI,Macomb,26099,2018,41.0,945,439.0,0.4645502645502646,0.08555569467050624,-82.957388,42.586890000000004
926,MI,Macomb,26099,2019,43.0,980,434.0,0.4428571428571429,0.08972914319101874,-82.957388,42.586890000000004
927,MI,Manistee,26101,2017,0.0,9,5.0,0.5555555555555556,0.0,-86.188019,44.303916
928,MI,Manistee,26101,2018,0.0,14,4.0,0.2857142857142857,0.0,-86.188019,44.303916
929,MI,Manistee,26101,2019,0.0,15,4.0,0.26666666666666666,0.0,-86.188019,44.303916
930,MI,Marquette,26103,2017,0.0,12,6.0,0.5,0.0,-87.494598,46.486961
931,MI,Marquette,26103,2018,0.0,13,6.0,0.4615384615384616,0.0,-87.494598,46.486961
932,MI,Marquette,26103,2019,0.0,18,8.0,0.4444444444444444,0.0,-87.494598,46.486961
933,MI,Mason,26105,2017,0.0,9,4.0,0.4444444444444444,0.0,-86.347842,43.974937
934,MI,Mason,26105,2018,0.0,12,5.0,0.4166666666666667,0.0,-86.347842,43.974937
935,MI,Mason,26105,2019,8.0,12,5.0,0.4166666666666667,0.01615933100369645,-86.347842,43.974937
936,MI,Mecosta,26107,2017,2.0,19,9.0,0.4736842105263158,0.0036031491523591617,-85.38882199999999,43.653562
937,MI,Mecosta,26107,2018,12.0,32,14.0,0.4375,0.02161889491415497,-85.38882199999999,43.653562
938,MI,Mecosta,26107,2019,12.0,35,15.0,0.42857142857142855,0.02161889491415497,-85.38882199999999,43.653562
939,MI,Midland,26111,2017,0.0,108,56.0,0.5185185185185185,0.0,-84.298064,43.642775
940,MI,Midland,26111,2018,0.0,135,61.0,0.4518518518518518,0.0,-84.298064,43.642775
941,MI,Midland,26111,2019,0.0,141,60.0,0.425531914893617,0.0,-84.298064,43.642775
942,MI,Monroe,26115,2017,6.0,91,35.0,0.38461538461538464,0.010921203516627532,-83.485782,41.900249
943,MI,Monroe,26115,2018,6.0,121,42.0,0.3471074380165289,0.010921203516627532,-83.485782,41.900249
944,MI,Monroe,26115,2019,6.0,141,54.0,0.3829787234042553,0.010921203516627532,-83.485782,41.900249
945,MI,Montcalm,26117,2017,0.0,19,8.0,0.42105263157894735,0.0,-85.180571,43.288474
946,MI,Montcalm,26117,2018,0.0,26,7.0,0.2692307692307692,0.0,-85.180571,43.288474
947,MI,Montcalm,26117,2019,0.0,29,9.0,0.3103448275862069,0.0,-85.180571,43.288474
948,MI,Montmorency,26119,2017,4.0,2,0.0,0.0,0.007317162404419568,-84.12303100000001,44.999428
949,MI,Montmorency,26119,2018,4.0,3,1.0,0.3333333333333333,0.007317162404419568,-84.12303100000001,44.999428
950,MI,Montmorency,26119,2019,4.0,5,2.0,0.4,0.007317162404419568,-84.12303100000001,44.999428
951,MI,Muskegon,26121,2017,4.0,77,29.0,0.37662337662337664,0.00801201802704056,-86.215441,43.244172999999996
952,MI,Muskegon,26121,2018,14.0,94,31.0,0.3297872340425532,0.028042063094641963,-86.215441,43.244172999999996
953,MI,Muskegon,26121,2019,16.0,102,29.0,0.2843137254901961,0.03204807210816224,-86.215441,43.244172999999996
954,MI,Newaygo,26123,2017,0.0,19,12.0,0.631578947368421,0.0,-85.809843,43.46692
955,MI,Newaygo,26123,2018,6.0,24,12.0,0.5,0.0073782587309394985,-85.809843,43.46692
956,MI,Newaygo,26123,2019,6.0,24,12.0,0.5,0.0073782587309394985,-85.809843,43.46692
957,MI,Oakland,26125,2017,58.0,4315,1686.0,0.3907300115874855,0.06684646059516401,-83.310386,42.587534999999995
958,MI,Oakland,26125,2018,87.0,4580,1549.0,0.3382096069868996,0.100269690892746,-83.310386,42.587534999999995
959,MI,Oakland,26125,2019,131.0,4737,1589.0,0.3354443740764197,0.15098079893045666,-83.310386,42.587534999999995
960,MI,Oceana,26127,2017,2.0,11,8.0,0.7272727272727273,0.0039057160153885212,-86.304176,43.632703
961,MI,Oceana,26127,2018,2.0,10,7.0,0.7,0.0039057160153885212,-86.304176,43.632703
962,MI,Oceana,26127,2019,2.0,7,4.0,0.5714285714285714,0.0039057160153885212,-86.304176,43.632703
963,MI,Ogemaw,26129,2017,0.0,1,1.0,1.0,0.0,-84.123289,44.287569
964,MI,Ogemaw,26129,2018,0.0,4,2.0,0.5,0.0,-84.123289,44.287569
965,MI,Ogemaw,26129,2019,2.0,5,1.0,0.2,0.0035493087721166303,-84.123289,44.287569
966,MI,Osceola,26133,2017,0.0,6,5.0,0.8333333333333334,0.0,-85.35119499999999,43.965561
967,MI,Osceola,26133,2018,0.0,7,5.0,0.7142857142857143,0.0,-85.35119499999999,43.965561
968,MI,Osceola,26133,2019,0.0,7,5.0,0.7142857142857143,0.0,-85.35119499999999,43.965561
969,MI,Otsego,26137,2017,0.0,11,6.0,0.5454545454545454,0.0,-84.66687900000001,45.006777
970,MI,Otsego,26137,2018,10.0,10,5.0,0.5,0.019418606909140337,-84.66687900000001,45.006777
971,MI,Otsego,26137,2019,10.0,8,3.0,0.375,0.019418606909140337,-84.66687900000001,45.006777
972,MI,Ottawa,26139,2017,14.0,321,174.0,0.5420560747663551,0.02484604326760963,-86.021326,42.909362
973,MI,Ottawa,26139,2018,18.0,395,166.0,0.4202531645569621,0.031944912772640964,-86.021326,42.909362
974,MI,Ottawa,26139,2019,37.0,440,175.0,0.3977272727272727,0.06566454292153974,-86.021326,42.909362
975,MI,Presque Isle,26141,2017,8.0,4,1.0,0.25,0.012144765606023802,-83.87362900000001,45.356834
976,MI,Presque Isle,26141,2018,8.0,4,1.0,0.25,0.012144765606023802,-83.87362900000001,45.356834
977,MI,Presque Isle,26141,2019,8.0,4,2.0,0.5,0.012144765606023802,-83.87362900000001,45.356834
978,MI,Roscommon,26143,2017,0.0,14,10.0,0.7142857142857143,0.0,-84.649836,44.364864000000004
979,MI,Roscommon,26143,2018,0.0,14,8.0,0.5714285714285714,0.0,-84.649836,44.364864000000004
980,MI,Roscommon,26143,2019,1.0,12,6.0,0.5,0.0019244092063736434,-84.649836,44.364864000000004
981,MI,Saginaw,26145,2017,4.0,103,59.0,0.5728155339805825,0.004999312594518254,-83.993736,43.3982
982,MI,Saginaw,26145,2018,6.0,132,72.0,0.5454545454545454,0.007498968891777379,-83.993736,43.3982
983,MI,Saginaw,26145,2019,6.0,146,76.0,0.5205479452054794,0.007498968891777379,-83.993736,43.3982
984,MI,Sanilac,26151,2017,0.0,7,3.0,0.42857142857142855,0.0,-82.779371,43.364275
985,MI,Sanilac,26151,2018,0.0,11,6.0,0.5454545454545454,0.0,-82.779371,43.364275
986,MI,Sanilac,26151,2019,0.0,11,5.0,0.4545454545454545,0.0,-82.779371,43.364275
987,MI,Shiawassee,26155,2017,0.0,67,51.0,0.7611940298507462,0.0,-84.147237,42.942805
988,MI,Shiawassee,26155,2018,0.0,78,51.0,0.6538461538461539,0.0,-84.147237,42.942805
989,MI,Shiawassee,26155,2019,0.0,87,53.0,0.6091954022988506,0.0,-84.147237,42.942805
990,MI,St. Clair,26147,2017,15.0,71,34.0,0.4788732394366197,0.02079953409043637,-82.56438299999999,42.911355
991,MI,St. Clair,26147,2018,15.0,90,33.0,0.36666666666666653,0.02079953409043637,-82.56438299999999,42.911355
992,MI,St. Clair,26147,2019,15.0,102,42.0,0.4117647058823529,0.02079953409043637,-82.56438299999999,42.911355
993,MI,Van Buren,26159,2017,3.0,62,23.0,0.3709677419354839,0.004938515482246037,-86.00994,42.260692
994,MI,Van Buren,26159,2018,5.0,75,29.0,0.38666666666666666,0.00823085913707673,-86.00994,42.260692
995,MI,Van Buren,26159,2019,5.0,87,33.0,0.3793103448275862,0.00823085913707673,-86.00994,42.260692
996,MI,Washtenaw,26161,2017,58.0,1169,476.0,0.40718562874251496,0.08215646557219143,-83.727147,42.256943
997,MI,Washtenaw,26161,2018,62.0,1530,529.0,0.3457516339869281,0.08782242871510121,-83.727147,42.256943
998,MI,Washtenaw,26161,2019,71.0,1685,558.0,0.3311572700296736,0.10057084578664817,-83.727147,42.256943
999,MI,Wayne,26163,2017,119.0,1786,678.0,0.3796192609182531,0.19441903019213172,-83.217933,42.332609999999995
1000,MI,Wayne,26163,2018,152.0,2028,653.0,0.3219921104536489,0.2483335511697817,-83.217933,42.332609999999995
1001,MI,Wayne,26163,2019,188.0,2188,694.0,0.3171846435100548,0.3071493922363089,-83.217933,42.332609999999995
1002,MI,Wexford,26165,2017,8.0,15,12.0,0.8,0.014159292035398232,-85.485562,44.307684
1003,MI,Wexford,26165,2018,8.0,19,13.0,0.6842105263157895,0.014159292035398232,-85.485562,44.307684
1004,MI,Wexford,26165,2019,8.0,16,11.0,0.6875,0.014159292035398232,-85.485562,44.307684
1005,MN,Anoka,27003,2017,7.0,280,112.0,0.4,0.016548072149594573,-93.27024499999999,45.195145000000004
1006,MN,Anoka,27003,2018,13.0,480,145.0,0.3020833333333333,0.030732133992104206,-93.27024499999999,45.195145000000004
1007,MN,Anoka,27003,2019,16.0,604,171.0,0.28311258278145696,0.03782416491335902,-93.27024499999999,45.195145000000004
1008,MN,Anoka,27003,2020,16.0,1096,263.0,0.23996350364963506,0.03782416491335902,-93.27024499999999,45.195145000000004
1009,MN,Becker,27005,2017,0.0,10,7.0,0.7,0.0,-95.776251,46.849159
1010,MN,Becker,27005,2018,0.0,20,9.0,0.45,0.0,-95.776251,46.849159
1011,MN,Becker,27005,2019,0.0,21,9.0,0.42857142857142855,0.0,-95.776251,46.849159
1012,MN,Becker,27005,2020,4.0,30,9.0,0.3,0.003041362530413625,-95.776251,46.849159
1013,MN,Beltrami,27007,2017,10.0,15,7.0,0.4666666666666667,0.0039921115875030935,-94.86303199999999,47.591009
1014,MN,Beltrami,27007,2018,10.0,18,8.0,0.4444444444444444,0.0039921115875030935,-94.86303199999999,47.591009
1015,MN,Beltrami,27007,2019,10.0,27,11.0,0.4074074074074074,0.0039921115875030935,-94.86303199999999,47.591009
1016,MN,Beltrami,27007,2020,18.0,49,17.0,0.3469387755102041,0.007185800857505569,-94.86303199999999,47.591009
1017,MN,Blue Earth,27013,2017,4.0,27,6.0,0.2222222222222222,0.005348737697903293,-93.998839,44.129816
1018,MN,Blue Earth,27013,2018,11.0,45,10.0,0.2222222222222222,0.01470902866923406,-93.998839,44.129816
1019,MN,Blue Earth,27013,2019,11.0,63,13.0,0.20634920634920634,0.01470902866923406,-93.998839,44.129816
1020,MN,Blue Earth,27013,2020,15.0,98,24.0,0.24489795918367346,0.02005776636713736,-93.998839,44.129816
1021,MN,Brown,27015,2017,2.0,15,7.0,0.4666666666666667,0.0032728403344842822,-94.599226,44.284244
1022,MN,Brown,27015,2018,2.0,21,7.0,0.3333333333333333,0.0032728403344842822,-94.599226,44.284244
1023,MN,Brown,27015,2019,2.0,23,8.0,0.3478260869565217,0.0032728403344842822,-94.599226,44.284244
1024,MN,Brown,27015,2020,10.0,36,12.0,0.3333333333333333,0.01636420167242141,-94.599226,44.284244
1025,MN,Carlton,27017,2017,0.0,6,2.0,0.3333333333333333,0.0,-92.536239,46.642726
1026,MN,Carlton,27017,2018,0.0,12,3.0,0.25,0.0,-92.536239,46.642726
1027,MN,Carlton,27017,2019,1.0,12,4.0,0.3333333333333333,0.001160927813508556,-92.536239,46.642726
1028,MN,Carlton,27017,2020,1.0,23,6.0,0.2608695652173913,0.001160927813508556,-92.536239,46.642726
1029,MN,Carver,27019,2017,0.0,136,40.0,0.29411764705882354,0.0,-93.679956,44.83804
1030,MN,Carver,27019,2018,0.0,243,52.0,0.2139917695473251,0.0,-93.679956,44.83804
1031,MN,Carver,27019,2019,0.0,302,53.0,0.17549668874172186,0.0,-93.679956,44.83804
1032,MN,Carver,27019,2020,0.0,467,62.0,0.13276231263383298,0.0,-93.679956,44.83804
1033,MN,Cass,27021,2017,0.0,13,5.0,0.38461538461538464,0.0,-94.415763,46.814565
1034,MN,Cass,27021,2018,0.0,14,8.0,0.5714285714285714,0.0,-94.415763,46.814565
1035,MN,Cass,27021,2019,12.0,19,7.0,0.3684210526315789,0.0059360685418047635,-94.415763,46.814565
1036,MN,Cass,27021,2020,12.0,31,10.0,0.3225806451612903,0.0059360685418047635,-94.415763,46.814565
1037,MN,Chippewa,27023,2017,0.0,2,0.0,0.0,0.0,-95.620749,44.960561
1038,MN,Chippewa,27023,2018,3.0,3,1.0,0.3333333333333333,0.005162444933920705,-95.620749,44.960561
1039,MN,Chippewa,27023,2019,3.0,4,1.0,0.25,0.005162444933920705,-95.620749,44.960561
1040,MN,Chippewa,27023,2020,5.0,9,3.0,0.3333333333333333,0.00860407488986784,-95.620749,44.960561
1041,MN,Chisago,27025,2017,2.0,27,12.0,0.4444444444444444,0.004820903437304151,-92.924051,45.453007
1042,MN,Chisago,27025,2018,2.0,43,16.0,0.372093023255814,0.004820903437304151,-92.924051,45.453007
1043,MN,Chisago,27025,2019,2.0,71,23.0,0.323943661971831,0.004820903437304151,-92.924051,45.453007
1044,MN,Chisago,27025,2020,2.0,110,27.0,0.24545454545454545,0.004820903437304151,-92.924051,45.453007
1045,MN,Clay,27027,2017,0.0,32,6.0,0.1875,0.0,-96.672421,46.857997999999995
1046,MN,Clay,27027,2018,3.0,39,9.0,0.2307692307692308,0.0028697972966509467,-96.672421,46.857997999999995
1047,MN,Clay,27027,2019,3.0,43,13.0,0.3023255813953488,0.0028697972966509467,-96.672421,46.857997999999995
1048,MN,Clay,27027,2020,3.0,76,18.0,0.2368421052631579,0.0028697972966509467,-96.672421,46.857997999999995
1049,MN,Cook,27031,2017,6.0,1,1.0,1.0,0.00413143470956014,-90.337909,47.783499
1050,MN,Cook,27031,2018,6.0,3,2.0,0.6666666666666666,0.00413143470956014,-90.337909,47.783499
1051,MN,Cook,27031,2019,7.0,6,2.0,0.3333333333333333,0.004820007161153497,-90.337909,47.783499
1052,MN,Cook,27031,2020,10.0,16,6.0,0.375,0.006885724515933567,-90.337909,47.783499
1053,MN,Crow Wing,27035,2017,8.0,18,9.0,0.5,0.008007206485837253,-94.158899,46.430372
1054,MN,Crow Wing,27035,2018,8.0,37,13.0,0.35135135135135137,0.008007206485837253,-94.158899,46.430372
1055,MN,Crow Wing,27035,2019,10.0,50,16.0,0.32,0.010009008107296569,-94.158899,46.430372
1056,MN,Crow Wing,27035,2020,16.0,81,20.0,0.2469135802469136,0.01601441297167451,-94.158899,46.430372
1057,MN,Dakota,27037,2017,16.0,554,162.0,0.2924187725631769,0.028461141647544336,-93.151767,44.765954
1058,MN,Dakota,27037,2018,30.0,979,219.0,0.2236976506639428,0.05336464058914563,-93.151767,44.765954
1059,MN,Dakota,27037,2019,51.0,1254,253.0,0.20175438596491227,0.09071988900154758,-93.151767,44.765954
1060,MN,Dakota,27037,2020,59.0,1888,319.0,0.16896186440677965,0.10495045982531977,-93.151767,44.765954
1061,MN,Douglas,27041,2017,0.0,12,10.0,0.8333333333333334,0.0,-95.39199,45.909027
1062,MN,Douglas,27041,2018,0.0,20,12.0,0.6,0.0,-95.39199,45.909027
1063,MN,Douglas,27041,2019,0.0,24,13.0,0.5416666666666666,0.0,-95.39199,45.909027
1064,MN,Douglas,27041,2020,13.0,44,20.0,0.4545454545454545,0.020398556409854076,-95.39199,45.909027
1065,MN,Fillmore,27045,2017,0.0,7,4.0,0.5714285714285714,0.0,-92.082719,43.692687
1066,MN,Fillmore,27045,2018,2.0,11,5.0,0.4545454545454545,0.0023220712875885287,-92.082719,43.692687
1067,MN,Fillmore,27045,2019,2.0,18,9.0,0.5,0.0023220712875885287,-92.082719,43.692687
1068,MN,Fillmore,27045,2020,2.0,18,7.0,0.3888888888888889,0.0023220712875885287,-92.082719,43.692687
1069,MN,Freeborn,27047,2017,6.0,8,5.0,0.625,0.008485482753256305,-93.36179399999999,43.662563
1070,MN,Freeborn,27047,2018,6.0,15,5.0,0.3333333333333333,0.008485482753256305,-93.36179399999999,43.662563
1071,MN,Freeborn,27047,2019,14.0,19,6.0,0.3157894736842105,0.019799459757598042,-93.36179399999999,43.662563
1072,MN,Freeborn,27047,2020,14.0,30,11.0,0.36666666666666653,0.019799459757598042,-93.36179399999999,43.662563
1073,MN,Goodhue,27049,2017,0.0,32,13.0,0.40625,0.0,-92.667524,44.449071999999994
1074,MN,Goodhue,27049,2018,6.0,53,15.0,0.2830188679245283,0.007927699381639447,-92.667524,44.449071999999994
1075,MN,Goodhue,27049,2019,6.0,65,15.0,0.2307692307692308,0.007927699381639447,-92.667524,44.449071999999994
1076,MN,Goodhue,27049,2020,6.0,99,23.0,0.2323232323232323,0.007927699381639447,-92.667524,44.449071999999994
1077,MN,Hennepin,27053,2017,117.0,2470,586.0,0.23724696356275304,0.21134774833360429,-93.36119000000001,44.974633000000004
1078,MN,Hennepin,27053,2018,182.0,4256,765.0,0.17974624060150374,0.3287631640744956,-93.36119000000001,44.974633000000004
1079,MN,Hennepin,27053,2019,245.0,5451,876.0,0.16070445789763346,0.4425657977925901,-93.36119000000001,44.974633000000004
1080,MN,Hennepin,27053,2020,319.0,8136,1114.0,0.13692232055063913,0.5762387326360664,-93.36119000000001,44.974633000000004
1081,MN,Hubbard,27057,2017,0.0,6,2.0,0.3333333333333333,0.0,-94.93415300000001,47.057887
1082,MN,Hubbard,27057,2018,0.0,8,4.0,0.5,0.0,-94.93415300000001,47.057887
1083,MN,Hubbard,27057,2019,0.0,14,4.0,0.2857142857142857,0.0,-94.93415300000001,47.057887
1084,MN,Hubbard,27057,2020,0.0,22,8.0,0.3636363636363637,0.0,-94.93415300000001,47.057887
1085,MN,Isanti,27059,2017,5.0,22,8.0,0.3636363636363637,0.011473416094908095,-93.26146800000001,45.544297
1086,MN,Isanti,27059,2018,5.0,28,12.0,0.42857142857142855,0.011473416094908095,-93.26146800000001,45.544297
1087,MN,Isanti,27059,2019,5.0,38,12.0,0.3157894736842105,0.011473416094908095,-93.26146800000001,45.544297
1088,MN,Isanti,27059,2020,5.0,56,12.0,0.21428571428571427,0.011473416094908095,-93.26146800000001,45.544297
1089,MN,Itasca,27061,2017,0.0,11,2.0,0.18181818181818185,0.0,-93.52053199999999,47.315978
1090,MN,Itasca,27061,2018,0.0,17,2.0,0.1176470588235294,0.0,-93.52053199999999,47.315978
1091,MN,Itasca,27061,2019,2.0,18,4.0,0.2222222222222222,0.000749703866972546,-93.52053199999999,47.315978
1092,MN,Itasca,27061,2020,8.0,37,8.0,0.21621621621621626,0.002998815467890184,-93.52053199999999,47.315978
1093,MN,Kanabec,27065,2017,0.0,4,1.0,0.25,0.0,-93.299412,45.886315
1094,MN,Kanabec,27065,2018,0.0,5,1.0,0.2,0.0,-93.299412,45.886315
1095,MN,Kanabec,27065,2019,0.0,7,1.0,0.14285714285714285,0.0,-93.299412,45.886315
1096,MN,Kanabec,27065,2020,2.0,11,3.0,0.2727272727272727,0.003834429341053317,-93.299412,45.886315
1097,MN,Kandiyohi,27067,2017,1.0,13,8.0,0.6153846153846154,0.001255035831272983,-95.016796,45.15505
1098,MN,Kandiyohi,27067,2018,5.0,23,10.0,0.43478260869565216,0.006275179156364915,-95.016796,45.15505
1099,MN,Kandiyohi,27067,2019,5.0,34,11.0,0.3235294117647059,0.006275179156364915,-95.016796,45.15505
1100,MN,Kandiyohi,27067,2020,5.0,58,14.0,0.2413793103448276,0.006275179156364915,-95.016796,45.15505
1101,MN,Lake,27075,2017,5.0,5,2.0,0.4,0.002370465891366289,-91.55743000000001,47.180205
1102,MN,Lake,27075,2018,5.0,10,4.0,0.4,0.002370465891366289,-91.55743000000001,47.180205
1103,MN,Lake,27075,2019,5.0,12,6.0,0.5,0.002370465891366289,-91.55743000000001,47.180205
1104,MN,Lake,27075,2020,5.0,19,9.0,0.4736842105263158,0.002370465891366289,-91.55743000000001,47.180205
1105,MN,Lyon,27083,2017,0.0,11,2.0,0.18181818181818185,0.0,-95.795395,44.428427
1106,MN,Lyon,27083,2018,3.0,11,3.0,0.2727272727272727,0.004198387819077475,-95.795395,44.428427
1107,MN,Lyon,27083,2019,3.0,10,3.0,0.3,0.004198387819077475,-95.795395,44.428427
1108,MN,Lyon,27083,2020,3.0,12,4.0,0.3333333333333333,0.004198387819077475,-95.795395,44.428427
1109,MN,Martin,27091,2017,0.0,3,1.0,0.3333333333333333,0.0,-94.511487,43.665285
1110,MN,Martin,27091,2018,0.0,5,1.0,0.2,0.0,-94.511487,43.665285
1111,MN,Martin,27091,2019,8.0,6,1.0,0.16666666666666666,0.011230434477433843,-94.511487,43.665285
1112,MN,Martin,27091,2020,8.0,10,1.0,0.1,0.011230434477433843,-94.511487,43.665285
1113,MN,McLeod,27085,2017,0.0,13,5.0,0.38461538461538464,0.0,-94.264668,44.859713
1114,MN,McLeod,27085,2018,6.0,28,10.0,0.35714285714285715,0.01220827313976438,-94.264668,44.859713
1115,MN,McLeod,27085,2019,6.0,28,8.0,0.2857142857142857,0.01220827313976438,-94.264668,44.859713
1116,MN,McLeod,27085,2020,7.0,40,14.0,0.35,0.01424298532972511,-94.264668,44.859713
1117,MN,Morrison,27097,2017,0.0,5,4.0,0.8,0.0,-94.327628,45.983428
1118,MN,Morrison,27097,2018,0.0,12,5.0,0.4166666666666667,0.0,-94.327628,45.983428
1119,MN,Morrison,27097,2019,1.0,12,2.0,0.16666666666666666,0.0008888414840097418,-94.327628,45.983428
1120,MN,Morrison,27097,2020,5.0,30,14.0,0.4666666666666667,0.00444420742004871,-94.327628,45.983428
1121,MN,Mower,27099,2017,6.0,13,6.0,0.4615384615384616,0.008434903631226013,-92.898185,43.665099
1122,MN,Mower,27099,2018,12.0,25,10.0,0.4,0.016869807262452026,-92.898185,43.665099
1123,MN,Mower,27099,2019,12.0,30,9.0,0.3,0.016869807262452026,-92.898185,43.665099
1124,MN,Mower,27099,2020,12.0,39,12.0,0.3076923076923077,0.016869807262452026,-92.898185,43.665099
1125,MN,Nicollet,27103,2017,0.0,15,2.0,0.13333333333333333,0.0,-94.06079,44.265357
1126,MN,Nicollet,27103,2018,0.0,20,5.0,0.25,0.0,-94.06079,44.265357
1127,MN,Nicollet,27103,2019,0.0,32,7.0,0.21875,0.0,-94.06079,44.265357
1128,MN,Nicollet,27103,2020,2.0,73,12.0,0.1643835616438356,0.004459408236527013,-94.06079,44.265357
1129,MN,Nobles,27105,2017,6.0,3,1.0,0.3333333333333333,0.008390317573520158,-95.667405,43.636327
1130,MN,Nobles,27105,2018,6.0,6,0.0,0.0,0.008390317573520158,-95.667405,43.636327
1131,MN,Nobles,27105,2019,6.0,10,1.0,0.1,0.008390317573520158,-95.667405,43.636327
1132,MN,Nobles,27105,2020,6.0,13,0.0,0.0,0.008390317573520158,-95.667405,43.636327
1133,MN,Olmsted,27109,2017,8.0,144,46.0,0.3194444444444444,0.012244585597306193,-92.473176,44.023967
1134,MN,Olmsted,27109,2018,20.0,262,56.0,0.2137404580152672,0.030611463993265475,-92.473176,44.023967
1135,MN,Olmsted,27109,2019,22.0,373,73.0,0.19571045576407506,0.033672610392592034,-92.473176,44.023967
1136,MN,Olmsted,27109,2020,34.0,600,107.0,0.17833333333333334,0.05203948878855131,-92.473176,44.023967
1137,MN,Otter Tail,27111,2017,0.0,18,8.0,0.4444444444444444,0.0,-95.793598,46.405065
1138,MN,Otter Tail,27111,2018,0.0,31,17.0,0.5483870967741935,0.0,-95.793598,46.405065
1139,MN,Otter Tail,27111,2019,0.0,42,20.0,0.4761904761904762,0.0,-95.793598,46.405065
1140,MN,Otter Tail,27111,2020,4.0,59,24.0,0.4067796610169492,0.0020283255665366853,-95.793598,46.405065
1141,MN,Pine,27115,2017,9.0,4,4.0,1.0,0.006377144314775844,-92.892705,46.033409999999996
1142,MN,Pine,27115,2018,10.0,6,6.0,1.0,0.007085715905306494,-92.892705,46.033409999999996
1143,MN,Pine,27115,2019,10.0,7,6.0,0.8571428571428571,0.007085715905306494,-92.892705,46.033409999999996
1144,MN,Pine,27115,2020,11.0,15,8.0,0.5333333333333333,0.007794287495837143,-92.892705,46.033409999999996
1145,MN,Pipestone,27117,2017,0.0,1,0.0,0.0,0.0,-96.270609,43.981472
1146,MN,Pipestone,27117,2018,0.0,2,0.0,0.0,0.0,-96.270609,43.981472
1147,MN,Pipestone,27117,2019,2.0,1,0.0,0.0,0.004300520362963919,-96.270609,43.981472
1148,MN,Pipestone,27117,2020,2.0,3,0.0,0.0,0.004300520362963919,-96.270609,43.981472
